id|job_title|location|salary_currency|career_level|experience_level|education_level|employment_type|job_function|job_benefits|company_process_time|company_size|company_industry|job_description
22960|Tehnical Support (TS)|Palembang|IDR|Pegawai (non-manajemen & non-supervisor)||SMA, SMU/SMK/STM|Penuh Waktu|Komputer/Teknologi Informasi,IT-Admin Jaringan/Sistem/Database||||Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)|Kualifikasi :Usia max 25 tahun, Pendidikan SMK TKJ/S1 (Teknik Informatika/ Sistem Informasi/ Ilmu Terapan di bidang Network & jaringan)Fresh graduate are welcomeTidak Takut KetinggianDomisili di Kota Palembang dan sekitarnyaSelf motivated, berorientasi hasil, mandiri dan mampu bekerja dalam team dan deadline ketatBersedia bekerja dalam rotasi shift dan on-callMemahami teori jaringan komputerBerpengalaman melakukan troubleshooting konektivitas jaringan TCP/IPMampu melakukan instalasi & troubleshooting jaringan WLAN outdoorSehat jasmani dan tidak takut ketinggianMampu melakukan instalasi dan konfigurasi OS Linux/BSD untuk fungsi routerFamiliar dengan OS Windows Client (XP, Vista, 7), aplikasi office, internetMemiliki kendaraan pribadi dan SIM CTugas :Menangani instalasi & troubleshooting infrastruktur internet, antenna, dan BTSMembuat dokumentasi jaringanMembuat laporan hasil pekerjaan kepada atasan
17107|Administrasi Media|Surabaya|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Seni/Media/Komunikasi,Periklanan||||Hiburan/Media|Merancang Media yang akan dilpublikasikan.Merencanakan Jadwal Agenda Wartawan.Menyusun Anggaran Administrasi.Merencanakan Iklan yang Akan di PublikasikanKUALIFIKASI :Minimal SMA/SMKMinimal memiliki pengalaman kerja selama 1 tahun di bidang yang samaMaksimal Usia 30 tahunMemiliki Karakter Ceria.Memiliki Tanggung Jawab yang Tinggi.Rajin dan Pantang Menyerah.Memiliki Keinginan Tinggi untuk Sukses
23969|Legal Assistant Manager- PNK|Pontianak|IDR|Supervisor/Koordinator|5 tahun|Tidak terspesifikasi|Penuh Waktu|Pelayanan,Pengacara / Asisten Legal|||||S1 - Fakultas HukumUsia maksimal 35 tahunTerbiasa bekerja dengan deadlineMampu bekerjasama dengan baik dalam teamBerwawasan luas dan mau belajar hal baruPaham aturan dan update mengenai issue yang sedang berkembangBersedia untuk penempatan di Pontianak
5805|SALES MANAGER RETAIL ELECTRONIC|Jakarta Raya|IDR|Manajer/Asisten Manajer|3 tahun|Tidak terspesifikasi|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|Tip;Asuransi kesehatan;Pinjaman;Bisnis (contoh: Kemeja);incentive trip|25 days|Lebih dari 5000 pekerja|Retail/Merchandise|Candidate must possess at least Bachelor's Degree in any fieldAt least 3 Year(s) of working experience in retail company especially electronic productsPreferably Manager/Assistant Manager specialized in Sales - Retail/General or equivalentStrong leadership, communicative, dynamic, agile, detailKnow well about electronics productsPlacement in big cities in Indonesia
18893|Chef / juru masak|Jakarta Barat|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Tidak terspesifikasi|Paruh Waktu|Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran||||Makanan & Minuman/Katering/Restoran|Bersedia bekerja dari pukul 5.30-10.00 pagi .Memasak menu sehat Indonesia, Japanese, Western. nanti resep/menu diberikan.diutamakan kooperatif,jujur,disiplin, ulet, inisiatif dan mau belajar.Bersedia bekerja dari pukul 5.30-10.00 pagi .Memasak menu sehat Indonesia, Japanese, Western. nanti resep/menu diberikan.diutamakan kooperatif,jujur,disiplin, ulet, inisiatif dan mau belajar.
26066|MARKETING MANAGER|Yogyakarta|IDR|Supervisor/Koordinator|1 tahun|Tidak terspesifikasi|Penuh Waktu|Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis|Waktu regular, Senin - Jumat||51 - 200 pekerja|Kesehatan/Medis|Evaluating and developing our marketing strategy and marketing plan.Planning, directing, and coordinating marketing efforts.Coordinate with third party company to improve our patients (eg: insurance, payment option, etc)Plan and manage our social media platforms.Analyze reports on our marketing campaign’s overall performance.Coordinate with advertising and media experts to improve marketing results.Identify the latest trends and technologies affecting our industry.Evaluate important metrics that affect our website traffic, service quotas, and target audience.Work with your team to brainstorm new and innovative growth strategies.Oversee and manage all contests, giveaways, and other digital projects.
12909|Staff Admin|Surabaya|IDR|Pegawai (non-manajemen & non-supervisor)||SMA, SMU/SMK/STM, Sarjana (S1)|Penuh Waktu|Manufaktur,Pembelian/Manajemen Material||||Konstruksi/Bangunan/Teknik|Job DescPengumpulan, pencatatan serta pelaporan semua jenis laporan data yang berkaitan dengan berjalannya operasional di perusahaan.Pengaturan jadwal dan agenda kantorSurat menyurat (Internal dan Eksternal)KualifikasiPenempatan SurabayaPendidikan minimal sma/k (diutamakan S1 Semua Jurusan)Usia 18 - 45 TahunBertanggung jawab, teliti, dan sabar
13636|Indonesia - Mandarin Translator|Jawa Barat|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sarjana (S1)|Kontrak|Lainnya,Lainnya/Kategori tidak tersedia|Bisnis (contoh: Kemeja);BPJS Kesehatan, BPJS Ketenagakerjaan - Mess and Meals by Negotiation|18 days|2001 - 5000 pekerja|Konstruksi/Bangunan/Teknik|China Railway Group Limited, Jakarta – Bandung High Speed Railway Project Office membutuhkan satu orang Penerjemah Indonesia - Mandarin berpengalaman, bersedia untuk ditempatkan di Padalarang, Bandung Barat.Kriteria :Fasih berbahasa Mandarin, memiliki kemampuan berbicara, mendengarkan, menulis dan membaca mendekati penutur asli.Fasih berbahasa Inggris, mampu berbicara, mendengarkan dan menulis serta membaca dengan baik.Mampu menerjemahkan dari bahasa Indonesia – Mandarin – Indonesia baik secara lisan maupun tertulis.Memiliki pengalaman kerja sebagai penerjemah minimal 2 tahun.Lulusan S1 dan/atau memiliki sertifikat HSK minimal 5.Mampu mengoperasikan Komputer dan dapat mengoperasikan software-software umumBersedia mendampingi atasan menghadiri rapat di luar kotaBersedia untuk ditempatkan di Padalarang, Bandung Barat.
5338|Business Marketing|Medan|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma)|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|Tip;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)|29 days|1- 50 pekerja|Lainnya|Profesi Business Development ini juga diperuntukkan bagi Anda yang mencari posisi: Business Marketing, Sales Manager,Mengerti marketing plan dan mengeksekusinya dengan sangat baikMelakukan penelitian untuk mengidentifikasi pasar baru dan kebutuhan clientMemimpin team dalam mencapai target untuk mendatangkan client baru untuk pemilik Bisnis dan ProfesionalMembangun dan menduplikasi bisnis sesuai dengan strategi, ekspektasi, dan standar perusahaanMelakukan identifikasi, analisa mengenai potential markets dan memberikan proposal kepada Direktur mengenai peluang bisnisMengembangkan business plans dengan potential partners
27932|Service Manager|Semarang|IDR|Manajer/Asisten Manajer|3 tahun|Sarjana (S1)|Penuh Waktu|Sumber Daya Manusia/Personalia,Staf / Administrasi umum||||Automobil/Mesin Tambahan Automotif/Kendaraan|Pendidikan S1 Teknik Mesin / OtomotifUsia maksimal 35 tahunPengalaman Minimal 3 tahunMenguasai Manajerial Bengkel ResmiBisa mengoperasikan MS. OfficeMemiliki kemmpuan Analisa dan InisiatifPaham Media Sosial dan perkembangannyaKomunikasi yang baikMemiliki Jiwa Kpemimpinan
9961|QA Manager|Sumatera Utara|IDR|Manajer/Asisten Manajer|3 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Manufaktur,Penjaminan Kualitas / QA||30 days||Umum & Grosir|Candidate must possess Min. Bachelor Degree of Chemical Engineering or Food TechnologyHaving min. 2 years of experience in the related fieldGood understanding in quality standard applied in the company and regulated by governmentGood understanding in production process & project managementDetail orientedProactiveGood communication skillsGood understanding HACCP and FSSC22000
8233|Java Developer|Jakarta Raya|IDR|Supervisor/Koordinator|2 tahun|Sarjana (S1)|Penuh Waktu|Komputer/Teknologi Informasi,IT-Perangkat Lunak|Asuransi Gigi;Asuransi kesehatan;Waktu regular, Senin - Jumat;Formil (contoh: Kemeja + Dasi)|29 days|501 - 1000 pekerja|Telekomunikasi|KUALIFIKASI :Lulusan minimal S1 Teknik Informatika / Sistem InformasiMemiliki pengalaman min 2 tahun sebagai Java DeveloperMemiliki keahlian dalam pengembangan aplikasi menggunakan platform JavaBerpengalaman dengan RDBMS (SQL SERVER atau ORACLE)Bersedia untuk penempatan di client (Banking Industry)Bersedia dengan sistem kerja WFH & WFO
8297|LIVE HOST STREAMING|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)||SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma)|Magang|Seni/Media/Komunikasi,Hiburan|Kasual (contoh: Kaos);BPJS Kesehatan & BPJS TK;Mondays - Saturdays||201 - 500 pekerja|Umum & Grosir|Kualifikasi:Berusia maksimal 24 tahun.Berpengalaman Live Streaming di Marketplace, IG or TiktokTerbiasa menggunakan social mediaMemiliki communication skill yang baikBerpenampilan menarik dan ekspresifTerbiasa bekerja dengan targetBersedia terlibat dalam project selama 6 bulanBersedia mengikuti jam operasional mallPenempatan Asemka, Jakarta BaratTugas dan Tanggung Jawab:Menjadi host di media sosial dan talent untuk konten videoMemasarkan produk melalui live streamingPercaya diri di depan kamera dan talkactiveOpen minded dan mengetahui trend terkiniMemberikan penjelasan tentang product kepada audients.We'll always open for new family member.We're learning, studying, sharing and have fun together.Let's become a ProFunsional! YOU should join us!
5851|RM-SRM Lending (Jawa Timur & Bali)|Bali|IDR|Manajer/Asisten Manajer|2 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)||Lebih dari 5000 pekerja|Perbankan/Pelayanan Keuangan|Tanggung jawab pekerjaan :Mempertahankan, meningkatkan dan memperdalam relasi hubungan dengan  dan calon pelanggan UKM.Memperoleh Outstanding loan/funding dan meminimalkan pengurangan rate.Mengumpulkan informasi pasar dan melakukan pembaruan database pelanggan untuk mencapai cross selling yang efektif.Menganalisis dan membuat proposal kredit serta memberikan rekomendasi proposal kepada Area Business Banking Manager (ABBM).Melakukan kegiatan penjualan sesuai ketentuan (termasuk ketentuan Bank Indonesia).Menyediakan pipeline/laporan harian dan laporan kegiatan.Memastikan proses Customer Due Diligence (CDD) kepada customer.Persyaratan pekerjaan :Min. Gelar Sarjana atau Diploma dari Universitas terkemuka atau setara.Memiliki pengalaman kerja min. 2-3 tahun untuk bidang yang relevan dengan Industri Perbankan (Relationship Manager SME).Memiliki Passion dan minat untuk menjual berbagai produk Perbankan.Memiliki inisiatif yang tinggi, pemikiran analitis yang kuat, persuasif yang baik dan ulet (target driven).Keterampilan Komunikasi, Interpersonal dan penjualan/sales yang kuat.Memiliki kemampuan networking yang baik di  formal dan non-formal organisasi, dengan berbagai tingkat korespondensi
13685|Area Sales Manager Retail  (ID: 540674)|Bali|IDR|Supervisor/Koordinator|5 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan Ritel|Asuransi kesehatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|26 days|1001 - 2000 pekerja|Manajemen/Konsulting HR|PERSOLKELLY is one of the largest recruitment companies in Asia Pacific providing comprehensive end-to-end workforce solutions to clients., allowing us to draw upon their connections as one of the largest recruitment companies in Asia Pasific.We are now looking for a position as Area Sales Manager Retail for building material products with key responsibilities as below :Responsible for the overall sales performance of Banjarmasin regionPerform, present, and report sales duties for themselves.Managed teams of sales people to achieve sales goals.Setting sales goals to training and supporting teams in order to help them achieve those goals.Manage and gain collaboration with distributor to achieve goals.Direct responsible to Regional Sales Manager position.We look forward for potentials talents meet requirements as below:Bachelor degree from reputable universities.Latest 5 years experiences handle retail segment from consumer goods, pharmaceutical, automotive or building materials as middle management.Proven target achiever.Able to work with minimum supervisionExtensive roles to develop market in Banjarmasin or BaliWlling to be placed at Banjarmasin or Denpasar.
29844|STAFF ACCOUNTING & PAJAK|Jakarta Barat|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Audit & Pajak||21 days|51 - 200 pekerja|Umum & Grosir|Deskripsi Pekerjaan:Menginput data transkasi menjadi jurnalPosting data untuk menghasilkan laporan keuanganBertanggung jawab menyampaikan laporan pajak bulanan seperti SPT masa dan laporan SPT tahunan untuk jenis pajak PPh 21, 23, 25, final, PPN dan sebagainya.Persyaratan:Pendidikan minimal S1 Akuntansi dari Universitas ternamaBerpengalaman minimal 2 tahun (pengalaman dikantor Akuntan lebih di utamakan)Memiliki kemampuan untuk mengoperasikan software akuntansi seperti GL dan menguasai Microsoft ExcelMemiliki kemampuan untuk membuat laporan Laba Rugi, Jurnal, Neraca, dllMemiliki loyalitas dan integritas yang tinggi terhadap pekerjaanMampu bekerja secara team atau individuMampu menghadapi target dan bekerja dibawah tekananMemiliki ketelitian, kejujuran, dan tanggung jawab dalam bekerja
15021|Agency Helpdesk Senior Executive|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|3 tahun|Tidak terspesifikasi|Penuh Waktu|Pelayanan,Teknikal & Bantuan Pelanggan|Asuransi Gigi;Tunjangan Pendidikan;Tip;Asuransi kesehatan;Pinjaman;Penglihatan;Waktu regular, Senin - Jumat;Flexible Working Hour & Working From Anywhere;Smart Casual: Casual, Comfortable and Presentable|26 days|501 - 1000 pekerja|Asuransi|Requirements:Candidate must possess at least Bachelor's DegreeAt least 3 Year(s) of working experience in the related field is required for this positionFinancial Institution Background is preferredJob Description:Responsible for handle special case (deviation) from MDRT (VIP Agent).PIC for agency admin, monthly meeting with agency & operations team.Follow up pending case to operation and business supportHandling inquiry from agency
30074|Digital Marketing Staff|Jakarta Raya|IDR|Pegawai (non-manajemen & non-supervisor)|1 tahun|Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)|Penuh Waktu|Penjualan / Pemasaran,Digital Marketing|Asuransi Gigi;Asuransi kesehatan;Waktu regular, Senin - Jumat;Kasual (contoh: Kaos)|16 days|1001 - 2000 pekerja|Makanan & Minuman/Katering/Restoran|Responsibilities:Maintain partnership Gofood, Grab, Shopeefood (Content Management)Create cost analysis for promotionMaintain partnership & affiliate marketing / digital publisherMaintain content on Magento, execute Facebook Ads, maintain Google Ads & AnalyticsAdministration (held agreement, invoices, legal documents for overseas partners)Requirements:Candidate must possess at least a Bachelor's Degree majoring Marketing, Communication or Marketing CommunicationSkill: Magento, Google Ads & Analytics, Facebook AdsPerferably has 1 to  3 years of working experience, fresh graduates are also welcome to applyFluent in English with certification is a plusFull-Time position(s) available.Placement: Head Office – Sahid Sudirman Center
11661|Field Collection|Bengkulu|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun||SMA, SMU/SMK/STM|Kontrak|Akuntansi / Keuangan,Perbankan / Jasa Finansial |Asuransi Gigi;Asuransi kesehatan;Pinjaman;Olahraga (contoh: pusat kebugaran);Parkir;Waktu regular, Senin - Jumat;Bonus;Smart Casual Business|16 days|Lebih dari 5000 pekerja|Perbankan/Pelayanan Keuangan|Deskripsi Pekerjaan Melakukan kunjungan langsung kepada Pelanggan untuk mengingatkan pembayaran cicilan yang telah jatuh tempoPersyaratanPendidikan Minimal SMA/SederajatMemiliki Sepeda Motor dan SIM C AktifFamiliar dengan sekitar area domisiliBenefit Jenjang karirPengahasilan PokokReward InsentifTunjangan KesehatanTunjangan TransportTunjangan Komunikasi
16015|Social Media Admin|Jakarta Utara|IDR|Pegawai (non-manajemen & non-supervisor)|3 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Digital Marketing|Bisnis (contoh: Kemeja)||1- 50 pekerja|Retail/Merchandise|Berpengalaman dengan Digital Marketing dan berbagai Social Media platform.Dapat membangun branding baru melalui social media dan menganalisa efek dari marketing..1. Merancang konten social media 2. Berinteraksi dengan audiens social media 3.	Melakukan optimasi untuk meningkatkan traffic4. Mengelola konten social media 5.	Mengelola Website perusahaan 6. Mengelola Facebook dan Intagram Ads 7. Menjawab pertanyaan audiens social media8. Mengelola kontent di Tokopedia, Shopee dan lainnya
